Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jericho Sims,C,25,NYK,7,0,3.0,0.3,0.4,.667,0.0,0.0,,0.3,0.4,.667,.667,0.1,0.4,.333,0.1,1.3,1.4,0.1,0.0,0.0,0.0,0.1,0.7
Jalen Slawson,SF,24,SAC,3,0,5.3,0.7,1.0,.667,0.0,0.3,.000,0.7,0.7,1.000,.667,0.0,0.0,,0.0,1.3,1.3,0.7,0.0,0.3,0.3,0.3,1.3
Marcus Smart,PG,29,MEM,11,11,29.9,4.6,10.8,.429,1.6,5.5,.295,3.0,5.3,.569,.504,1.5,1.9,.810,0.3,2.2,2.5,5.0,2.0,0.4,3.4,3.2,12.5
Dennis Smith Jr.,PG,26,BRK,11,0,17.0,2.3,5.7,.397,0.6,1.7,.368,1.6,4.0,.409,.452,0.6,0.7,.875,0.7,1.5,2.3,3.2,0.6,0.2,1.0,2.3,5.8
Dru Smith,SG,26,MIA,8,0,16.3,1.9,4.1,.455,0.9,2.1,.412,1.0,2.0,.500,.561,0.3,0.3,1.000,0.8,1.0,1.8,1.8,1.1,0.4,0.6,1.4,4.9
Ish Smith,PG,35,CHO,7,0,15.7,1.9,3.4,.542,0.1,0.3,.500,1.7,3.1,.545,.563,0.0,0.0,,0.3,1.9,2.1,2.0,0.4,0.1,1.1,0.9,3.9
Jabari Smith Jr.,PF,20,HOU,12,12,29.2,5.1,10.6,.480,1.7,4.9,.339,3.4,5.7,.603,.559,0.8,1.1,.692,1.6,5.4,7.0,1.3,0.7,0.6,1.3,3.6,12.6
Jalen Smith,C,23,IND,11,0,14.9,4.1,5.6,.726,1.0,1.5,.688,3.1,4.2,.739,.815,1.3,1.9,.667,1.7,3.8,5.5,1.0,0.4,0.3,1.1,2.3,10.5
Nick Smith Jr.,SG,19,CHO,5,0,7.4,1.0,3.2,.313,0.6,1.4,.429,0.4,1.8,.222,.406,0.0,0.0,,0.2,0.6,0.8,0.4,0.2,0.2,0.4,0.4,2.6
Jeremy Sochan,PG,20,SAS,14,14,28.7,4.1,9.6,.430,0.7,1.9,.370,3.4,7.7,.444,.467,1.4,1.9,.741,1.4,4.1,5.6,4.3,0.9,0.3,2.4,3.1,10.4
Jaden Springer,SG,21,PHI,10,0,11.9,1.3,3.3,.394,0.3,1.0,.300,1.0,2.3,.435,.439,0.6,0.8,.750,1.0,0.9,1.9,0.9,0.4,0.6,1.0,1.7,3.5
Lamar Stevens,PF,26,BOS,4,0,5.0,1.0,1.8,.571,0.3,0.3,1.000,0.8,1.5,.500,.643,0.0,0.0,,1.0,0.5,1.5,0.5,0.3,0.0,0.8,1.0,2.3
Isaiah Stewart,PF,22,DET,15,15,32.1,4.4,9.5,.465,1.6,3.9,.414,2.8,5.6,.500,.549,1.5,1.9,.759,1.9,5.5,7.5,1.5,0.1,0.8,1.9,2.7,11.9
Julian Strawther,SF,21,DEN,11,0,11.2,1.8,4.6,.392,0.9,3.1,.294,0.9,1.5,.588,.490,0.4,0.5,.667,0.0,1.0,1.0,0.7,0.2,0.3,0.1,1.3,4.9
Max Strus,SF,27,CLE,14,14,35.8,5.2,12.0,.435,2.9,7.9,.373,2.3,4.1,.552,.557,1.4,1.6,.826,0.8,5.0,5.8,3.9,1.0,0.6,1.6,2.6,14.7
Jalen Suggs,SG,22,ORL,13,13,26.5,4.2,9.9,.426,1.5,4.4,.351,2.7,5.5,.486,.504,2.8,3.4,.841,0.9,3.0,3.9,2.8,2.1,0.5,1.9,2.7,12.8
Cole Swider,SF,24,MIA,1,0,2.0,2.0,3.0,.667,1.0,2.0,.500,1.0,1.0,1.000,.833,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
Jae'Sean Tate,SF,28,HOU,12,0,19.1,2.7,5.1,.525,0.9,2.2,.423,1.8,2.9,.600,.615,0.4,0.6,.714,1.2,2.5,3.7,1.2,1.3,0.3,0.3,2.7,6.7
Jayson Tatum,PF,25,BOS,14,14,36.9,10.1,20.0,.507,3.4,8.9,.384,6.7,11.1,.606,.593,4.5,5.6,.797,0.8,8.2,9.0,4.1,1.1,0.4,3.1,2.3,28.2
Terry Taylor,PF,24,CHI,4,0,2.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.5
Garrett Temple,SG,37,TOR,5,0,3.2,0.8,1.0,.800,0.2,0.2,1.000,0.6,0.8,.750,.900,0.4,0.4,1.000,0.0,0.4,0.4,0.4,0.2,0.0,0.0,0.0,2.2
Dalen Terry,SG,21,CHI,4,0,2.8,0.8,2.0,.375,0.3,1.0,.250,0.5,1.0,.500,.438,0.0,0.5,.000,0.0,1.0,1.0,0.8,0.0,0.0,0.3,0.3,1.8
Daniel Theis,C,31,TOT,3,0,13.3,3.3,5.7,.588,0.3,1.0,.333,3.0,4.7,.643,.618,0.7,1.3,.500,1.0,2.3,3.3,0.7,0.7,0.0,0.3,2.3,7.7
Daniel Theis,C,31,IND,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Daniel Theis,C,31,LAC,2,0,16.0,4.5,6.5,.692,0.5,1.0,.500,4.0,5.5,.727,.731,1.0,2.0,.500,1.5,3.5,5.0,1.0,1.0,0.0,0.5,3.0,10.5
Cam Thomas,SG,22,BRK,8,7,32.4,9.9,20.6,.479,2.1,6.6,.321,7.8,14.0,.554,.530,5.0,5.9,.851,0.3,3.5,3.8,2.1,0.9,0.6,1.3,1.9,26.9
Amen Thompson,SF,21,HOU,4,0,16.8,2.3,5.5,.409,0.5,2.8,.182,1.8,2.8,.636,.455,1.3,2.0,.625,0.3,2.5,2.8,1.5,0.5,0.3,1.5,2.3,6.3
Ausar Thompson,SF,21,DET,15,15,30.5,4.5,10.3,.439,0.3,1.9,.138,4.3,8.4,.508,.452,2.0,2.9,.698,3.7,6.3,10.1,3.2,1.1,1.7,2.4,3.7,11.3
Klay Thompson,SF,33,GSW,14,14,29.3,5.2,12.9,.403,2.5,7.3,.343,2.7,5.6,.481,.500,1.5,1.7,.875,0.5,2.8,3.3,2.1,0.4,0.5,1.9,2.2,14.4
Tristan Thompson,PF,32,CLE,12,0,9.1,0.9,1.3,.688,0.0,0.0,,0.9,1.3,.688,.688,0.4,0.9,.455,0.8,1.5,2.3,0.6,0.2,0.3,0.5,1.0,2.3
JT Thor,PF,21,CHO,13,1,16.8,1.6,3.8,.420,0.7,1.9,.360,0.9,1.9,.480,.510,0.0,0.3,.000,1.0,2.2,3.2,0.7,0.3,0.4,0.2,1.3,3.9
Matisse Thybulle,SF,26,POR,14,9,20.6,2.1,4.4,.492,1.4,3.5,.388,0.8,0.9,.917,.648,0.3,0.4,.800,0.3,1.4,1.6,1.1,1.2,0.6,0.5,1.0,5.9
Xavier Tillman Sr.,C,25,MEM,7,5,25.9,3.9,9.1,.422,1.0,2.9,.350,2.9,6.3,.455,.477,0.6,1.3,.444,2.0,4.7,6.7,2.4,1.6,0.9,1.4,2.9,9.3
Obi Toppin,PF,25,IND,13,12,23.1,4.8,8.1,.590,0.7,2.7,.257,4.1,5.4,.757,.633,1.2,1.5,.842,0.9,2.2,3.2,1.1,0.8,0.3,0.7,1.8,11.5
Karl-Anthony Towns,PF,28,MIN,13,13,33.5,7.9,16.0,.495,2.0,5.4,.371,5.9,10.6,.558,.558,3.7,4.1,.906,1.0,7.7,8.7,2.9,1.0,0.8,2.4,3.2,21.5
Gary Trent Jr.,SG,25,TOR,11,2,26.8,3.8,10.1,.378,1.9,5.1,.375,1.9,5.0,.382,.473,1.2,2.1,.565,0.4,1.7,2.1,1.1,0.9,0.2,0.7,1.1,10.7
P.J. Tucker,PF,38,TOT,11,3,17.3,0.5,1.5,.353,0.5,1.3,.357,0.1,0.3,.333,.500,0.3,0.3,1.000,1.2,2.4,3.5,0.4,0.5,0.3,0.3,2.4,1.8
P.J. Tucker,PF,38,PHI,3,3,22.0,0.7,1.7,.400,0.7,1.7,.400,0.0,0.0,,.600,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0
P.J. Tucker,PF,38,LAC,8,0,15.5,0.5,1.5,.333,0.4,1.1,.333,0.1,0.4,.333,.458,0.4,0.4,1.000,1.5,1.6,3.1,0.5,0.4,0.1,0.1,2.1,1.8
Myles Turner,C,27,IND,13,13,26.2,5.8,11.6,.503,1.6,4.5,.362,4.2,7.2,.591,.573,3.5,4.5,.776,1.5,5.8,7.3,1.5,0.5,2.0,1.5,3.4,16.8
Hunter Tyson,PF,23,DEN,5,0,2.8,0.2,0.8,.250,0.0,0.6,.000,0.2,0.2,1.000,.250,0.0,0.0,,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.8,0.4
Stanley Umude,SG,24,DET,11,0,11.2,1.6,3.0,.545,1.1,1.9,.571,0.5,1.1,.500,.727,1.7,1.9,.905,0.1,1.7,1.8,0.5,0.2,0.3,0.5,1.3,6.1
Jonas Valančiūnas,C,31,NOP,14,14,25.1,5.3,9.8,.540,0.8,2.1,.379,4.5,7.7,.583,.580,2.0,2.4,.848,1.9,6.8,8.7,2.5,0.4,1.7,1.4,2.9,13.4
Fred VanVleet,PG,29,HOU,12,12,37.1,5.7,14.9,.380,3.1,8.6,.359,2.6,6.3,.408,.483,2.2,2.4,.897,0.3,3.5,3.8,9.3,0.6,0.3,1.7,1.8,16.6
Devin Vassell,SG,23,SAS,9,8,28.9,6.2,12.6,.496,2.4,5.7,.431,3.8,6.9,.548,.593,2.4,3.3,.733,0.4,3.1,3.6,2.8,1.0,0.1,1.3,0.9,17.3
Sasha Vezenkov,PF,28,SAC,11,0,14.0,2.3,5.1,.446,1.2,3.4,.351,1.1,1.7,.632,.563,0.3,0.3,1.000,0.2,1.7,1.9,0.3,0.5,0.3,0.2,1.4,6.0
Gabe Vincent,PG,27,LAL,4,0,28.3,2.8,7.0,.393,0.3,3.5,.071,2.5,3.5,.714,.411,0.3,0.5,.500,0.5,0.5,1.0,3.0,1.5,0.0,0.5,2.5,6.0
Nikola Vučević,C,33,CHI,15,15,34.2,7.3,15.7,.464,0.9,3.5,.245,6.4,12.1,.527,.491,1.5,1.9,.821,2.8,7.5,10.3,2.9,0.8,0.6,1.9,3.0,16.9
Dean Wade,PF,27,CLE,13,7,20.3,1.0,3.1,.325,0.9,2.9,.316,0.1,0.2,.500,.475,0.2,0.3,.500,0.9,3.2,4.1,0.8,0.8,0.2,0.4,2.2,3.1
Franz Wagner,SF,22,ORL,14,14,32.6,6.9,16.5,.420,1.6,5.4,.289,5.4,11.1,.484,.468,3.0,3.6,.840,1.2,4.3,5.5,3.0,1.3,0.2,1.8,2.2,18.4
Moritz Wagner,C,26,ORL,14,0,19.3,4.6,7.3,.627,0.6,1.6,.364,4.0,5.7,.700,.667,1.9,2.4,.818,1.5,2.9,4.4,1.3,0.5,0.4,1.2,2.6,11.6
Ish Wainright,SF,29,POR,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
Jabari Walker,SF,21,POR,14,0,15.9,2.6,5.8,.457,0.6,2.1,.276,2.1,3.7,.558,.506,1.2,1.6,.739,1.2,2.9,4.1,0.6,0.8,0.6,0.9,2.1,7.1
Jarace Walker,PF,20,IND,4,0,10.3,1.8,4.5,.389,0.0,1.3,.000,1.8,3.3,.538,.389,0.8,0.8,1.000,0.3,1.8,2.0,1.5,0.5,0.5,0.3,1.0,4.3
Lonnie Walker IV,SG,25,BRK,12,0,22.5,6.1,11.9,.510,2.6,5.7,.456,3.5,6.3,.560,.619,1.8,2.3,.786,0.2,3.0,3.2,2.0,0.7,0.4,1.3,1.0,16.6
Cason Wallace,SG,20,OKC,14,2,22.9,2.9,4.6,.625,0.9,1.7,.542,1.9,2.9,.675,.727,0.6,0.6,1.000,0.5,1.8,2.3,1.7,0.6,0.4,0.6,1.8,7.3
P.J. Washington,PF,25,CHO,13,12,32.2,5.9,13.0,.456,1.7,5.5,.310,4.2,7.5,.561,.521,1.3,1.8,.739,1.0,4.0,5.0,1.9,0.5,0.7,1.5,2.7,14.8
TyTy Washington Jr.,PG,22,MIL,2,0,3.0,0.5,1.5,.333,0.5,1.0,.500,0.0,0.5,.000,.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,1.5
Yuta Watanabe,SF,29,PHO,12,0,18.6,1.8,4.6,.382,1.3,3.6,.372,0.4,1.0,.417,.527,0.5,0.6,.857,0.6,2.1,2.7,0.7,0.3,0.3,0.8,1.8,5.3
Lindy Waters III,SG,26,OKC,6,0,7.5,1.0,2.2,.462,1.0,2.2,.462,0.0,0.0,,.692,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.2,3.0
Trendon Watford,PF,23,BRK,7,0,15.1,2.7,5.4,.500,0.3,1.0,.286,2.4,4.4,.548,.526,1.1,1.1,1.000,1.4,2.4,3.9,2.4,0.7,0.3,1.1,2.1,6.9
Peyton Watson,SF,21,DEN,13,0,14.2,1.9,3.5,.543,0.3,1.1,.286,1.6,2.5,.656,.587,0.5,0.8,.600,0.4,1.4,1.8,0.8,0.5,1.0,0.7,1.3,4.6
Victor Wembanyama,PF,20,SAS,14,14,29.9,7.0,16.5,.424,1.5,5.6,.269,5.5,10.9,.503,.470,3.1,3.9,.782,2.0,7.1,9.1,2.5,1.0,2.6,3.6,2.6,18.6
Blake Wesley,SG,20,SAS,4,0,5.3,0.8,2.0,.375,0.0,0.3,.000,0.8,1.8,.429,.375,0.3,0.5,.500,0.3,0.3,0.5,0.8,0.0,0.3,0.3,0.8,1.8
Russell Westbrook,PG,35,LAC,12,10,29.2,5.5,12.4,.443,1.0,3.3,.308,4.5,9.2,.491,.483,1.2,2.1,.560,1.3,5.0,6.3,5.4,1.8,0.3,2.9,2.6,13.2
Coby White,PG,23,CHI,15,15,31.6,4.5,11.3,.396,1.9,5.9,.326,2.5,5.3,.475,.482,1.3,1.6,.792,0.3,2.6,2.9,4.1,1.1,0.3,1.8,2.7,12.1
Derrick White,SG,29,BOS,11,11,31.3,4.5,9.5,.467,2.4,5.6,.419,2.1,3.9,.535,.590,2.4,2.8,.839,0.7,2.9,3.6,4.5,0.8,0.9,1.4,2.1,13.6
Cam Whitmore,SF,19,HOU,3,0,7.7,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.3,0.7,.500,0.0,1.0,1.0,0.3,0.3,0.0,0.7,0.3,2.3
Aaron Wiggins,SG,25,OKC,12,0,10.8,1.7,3.1,.541,0.4,1.2,.357,1.3,1.9,.652,.608,0.6,0.8,.778,0.3,1.4,1.8,0.7,0.5,0.1,0.7,0.8,4.3
Andrew Wiggins,SF,28,GSW,15,15,26.9,4.8,11.4,.421,0.8,3.2,.250,4.0,8.2,.488,.456,1.6,2.9,.545,2.1,2.0,4.1,1.1,0.4,0.4,1.6,2.5,12.0
Lindell Wigginton,PG,25,MIL,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Grant Williams,PF,25,DAL,14,14,28.9,3.8,8.0,.473,2.6,5.6,.468,1.1,2.4,.485,.638,0.9,1.5,.571,1.1,2.6,3.6,1.6,0.3,0.6,0.9,2.3,11.1
Jalen Williams,PF,22,OKC,13,13,33.2,6.5,12.6,.518,1.1,2.9,.368,5.5,9.7,.563,.561,3.4,3.8,.880,0.2,3.8,4.1,3.6,0.8,0.2,2.2,3.0,17.5
Jaylin Williams,C,21,OKC,9,0,12.8,1.4,3.4,.419,0.4,1.9,.235,1.0,1.6,.643,.484,0.6,0.7,.833,0.6,3.2,3.8,1.4,0.6,0.2,0.4,1.8,3.9
Jeenathan Williams,SG,24,HOU,2,0,6.5,2.0,3.5,.571,0.0,1.0,.000,2.0,2.5,.800,.571,0.5,1.0,.500,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,4.5
Kenrich Williams,PF,29,OKC,4,0,15.8,2.0,3.8,.533,0.5,1.3,.400,1.5,2.5,.600,.600,0.3,0.5,.500,0.8,1.8,2.5,2.3,0.3,0.0,0.3,2.5,4.8
Mark Williams,C,22,CHO,13,13,26.6,5.6,8.0,.702,0.0,0.0,,5.6,8.0,.702,.702,2.6,3.7,.708,4.2,5.8,10.0,1.5,0.9,0.8,1.1,2.3,13.8
Patrick Williams,PF,22,CHI,15,6,22.1,2.0,6.1,.330,0.7,2.8,.262,1.3,3.3,.388,.390,1.1,1.3,.800,0.7,2.8,3.5,1.2,1.0,0.9,1.1,1.5,5.8
Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,.654,0.0,0.0,,2.8,4.3,.654,.654,1.2,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
Vince Williams Jr.,SG,23,MEM,5,0,9.6,0.8,2.4,.333,0.6,2.0,.300,0.2,0.4,.500,.458,1.4,1.6,.875,0.0,1.0,1.0,0.8,0.2,1.0,0.4,1.2,3.6
Ziaire Williams,SF,22,MEM,12,8,25.4,3.1,8.7,.356,1.3,4.3,.288,1.8,4.3,.423,.428,1.4,1.6,.895,0.8,4.6,5.4,1.7,0.5,0.4,1.4,2.1,8.8
Zion Williamson,PF,23,NOP,11,11,31.0,9.0,16.5,.544,0.1,0.2,.500,8.9,16.4,.544,.547,4.1,7.0,.584,2.4,3.6,6.0,4.5,1.0,0.4,2.7,2.7,22.2
Jalen Wilson,PF,23,BRK,2,0,3.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0
Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0
James Wiseman,C,22,DET,8,0,11.3,2.4,3.9,.613,0.0,0.1,.000,2.4,3.8,.633,.613,0.5,0.9,.571,0.8,2.1,2.9,0.4,0.1,0.4,0.8,2.0,5.3
Christian Wood,PF,28,LAL,15,1,21.0,2.5,5.5,.463,0.8,2.5,.316,1.7,2.9,.591,.537,1.3,1.9,.655,1.1,5.1,6.2,0.9,0.2,0.6,1.3,2.1,7.1
Delon Wright,PG,31,WAS,8,0,17.6,1.4,3.8,.367,0.5,1.4,.364,0.9,2.4,.368,.433,1.8,2.0,.875,0.4,2.1,2.5,4.4,1.6,0.1,0.5,0.8,5.0
Thaddeus Young,PF,35,TOR,3,0,3.3,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,.500,0.0,0.7,.000,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.0,1.3
Trae Young,PG,25,ATL,12,12,36.0,6.8,17.6,.389,2.3,7.2,.314,4.6,10.4,.440,.453,8.7,9.7,.897,0.6,1.9,2.5,10.8,1.7,0.0,4.0,1.6,24.6
Omer Yurtseven,C,25,UTA,8,0,6.1,1.9,2.6,.714,0.1,0.5,.250,1.8,2.1,.824,.738,0.4,0.6,.600,0.9,1.3,2.1,0.5,0.0,0.1,0.1,0.9,4.3
Cody Zeller,C,31,NOP,11,0,8.3,0.6,1.9,.333,0.0,0.1,.000,0.6,1.8,.350,.333,0.5,1.3,.357,1.2,2.2,3.4,0.9,0.2,0.1,0.4,0.9,1.7
Ivica Zubac,C,26,LAC,12,12,25.7,4.2,7.1,.588,0.0,0.0,,4.2,7.1,.588,.588,1.9,3.1,.622,2.9,5.6,8.5,0.8,0.2,1.6,1.3,2.9,10.3
